enrollee_id,target
23603,0.24050738357701698
22499,0.23720148240196753
10465,0.23908941028018546
8293,0.24102207331653883
4246,0.23633640041459408
29306,0.23680833768576956
23118,0.23681009256871452
32832,0.2369415323052712
13380,0.23681816522879565
16102,0.24176515171425925
21761,0.24078634162758766
26112,0.2401792270740329
24468,0.23920665258000148
27200,0.26951978218441214
14341,0.2368925522003161
31993,0.23807642588752748
6811,0.23964863080790977
8854,0.23854645662901813
9709,0.2368479807005895
24656,0.23663643505617382
8464,0.24893980302074967
14522,0.24002694940367247
22739,0.23831519203889814
15368,0.23786852721075244
31516,0.2388492892521115
23444,0.23757544556994578
19454,0.30275913069910987
7319,0.2365585813175639
32762,0.23919174390889247
28893,0.25548780567682255
2334,0.23683453358629347
27287,0.23713101570876477
6470,0.2371014871957922
5607,0.23754275697095453
1652,0.27665452984729666
32671,0.2434156830945899
26165,0.24229942570868065
26033,0.23772195666381432
21060,0.23685269682997492
1735,0.2435561375978305
12103,0.23700198409943468
1204,0.2327961093504666
2406,0.23707463846769386
22521,0.22671010653970228
32178,0.24219194485457538
15624,0.2367550777774953
5883,0.23751096010513845
23845,0.23764814244267
3724,0.24067587031223472
13252,0.23805644713456098
22987,0.23748696581088716
10755,0.41368010490738394
23310,0.2522269843890954
4780,0.2368468161849336
10577,0.23820713430727117
7756,0.23678490131469673
17407,0.23631221022301904
3940,0.2390857088493007
4775,0.2374544232451993
29135,0.23809532899541697
23987,0.24433965555137527
28624,0.2363301540655921
24436,0.236411555255974
14634,0.23669078957258172
20127,0.23746654656955982
21207,0.23750255823457417
20879,0.23676783585973432
2879,0.2411110396871876
20912,0.2403224588228159
19212,0.23611618825441683
30182,0.23680443952711602
11573,0.24492378969521988
12721,0.237074902880039
17161,0.2366011213143952
8857,0.23959490196726846
7546,0.24418486325697533
18702,0.2679936774648015
11526,0.23642918091103485
24097,0.23688913925099622
2477,0.24647102329804102
14472,0.2397752334597965
312,0.23728534611978166
12342,0.2536266512234087
17790,0.23670681003332483
766,0.23638619646225179
12396,0.2546632305731491
6825,0.2365308673743364
20581,0.2432278949545421
30072,0.23897903268267665
23143,0.2361887687379262
9627,0.23879892903944197
18582,0.24366162794146037
1676,0.2383039329152106
9357,0.2463802037735736
27993,0.23993534782168127
8158,0.24196209707580368
21086,0.2377425013250418
10333,0.2403619532737477
18504,0.2378532838272199
27533,0.23686459325512696
4123,0.2394804393373648
5437,0.2377595325393835
