enrollee_id,target
23603,0.7138461538461538
22499,0.17846153846153845
10465,0.36615384615384616
8293,0.07076923076923076
4246,0.08923076923076922
29306,0.09230769230769231
23118,0.32
32832,0.09538461538461539
13380,0.024871794871794875
16102,0.7753846153846153
21761,0.7538461538461538
26112,0.2153846153846154
24468,0.24
27200,0.3384615384615385
14341,0.023597069597069597
31993,0.23692307692307693
6811,0.7538461538461538
8854,0.027692307692307693
9709,0.20307692307692307
24656,0.015384615384615385
8464,0.6923076923076923
14522,0.7453846153846154
22739,0.07384615384615385
15368,0.18847252747252746
31516,0.22923076923076924
23444,0.24
19454,0.48307692307692307
7319,0.7876923076923077
32762,0.055384615384615386
28893,0.16923076923076924
2334,0.16307692307692306
27287,0.04923076923076923
6470,0.06461538461538462
5607,0.6123076923076923
1652,0.5046153846153846
32671,0.7748717948717949
26165,0.6523076923076923
26033,0.052307692307692305
21060,0.5969230769230769
1735,0.06153846153846154
12103,0.2153846153846154
1204,0.033846153846153845
2406,0.04
22521,0.2
32178,0.19692307692307692
15624,0.32
5883,0.009230769230769232
23845,0.021538461538461538
3724,0.09696703296703295
13252,0.20615384615384616
22987,0.027179487179487177
10755,0.49538461538461537
23310,0.8953846153846153
4780,0.18153846153846154
10577,0.5107692307692308
7756,0.556923076923077
17407,0.15076923076923077
3940,0.05846153846153846
4775,0.024615384615384615
29135,0.042820512820512815
23987,0.14153846153846153
28624,0.12923076923076923
24436,0.3076923076923077
14634,0.27692307692307694
20127,0.8707692307692307
21207,0.024615384615384615
20879,0.11384615384615385
2879,0.2846153846153846
20912,0.44
19212,0.07384615384615385
30182,0.2328205128205128
11573,0.13230769230769232
12721,0.12615384615384614
17161,0.16307692307692306
8857,0.036923076923076927
7546,0.12615384615384614
18702,0.009230769230769232
11526,0.05846153846153846
24097,0.010769230769230769
2477,0.7384615384615385
14472,0.6369230769230769
312,0.8633699633699633
12342,0.6892307692307692
17790,0.4276923076923077
766,0.024615384615384615
12396,0.3230769230769231
6825,0.06153846153846154
20581,0.8123076923076923
30072,0.08
23143,0.08
9627,0.4492307692307692
18582,0.27076923076923076
1676,0.17846153846153845
9357,0.37846153846153846
27993,0.07076923076923076
8158,0.055384615384615386
21086,0.5907692307692308
10333,0.37846153846153846
18504,0.7132307692307692
27533,0.5022442002442007
4123,0.15410256410256412
5437,0.10461538461538461
10448,0.952
17868,0.14461538461538462
17398,0.06153846153846154
25573,0.15846153846153846
21458,0.7476923076923077
20974,0.40615384615384614
5912,0.5969230769230769
709,0.3046153846153846
3089,0.7876923076923077
16437,0.06923076923076923
15321,0.17846153846153845
15795,0.06892307692307692
18478,0.29846153846153844
528,0.33692307692307694
11315,0.3476923076923077
22769,0.8430769230769231
26708,0.045128205128205125
4402,0.49446153846153845
23152,0.1753846153846154
10359,0.10738461538461538
9179,0.676923076923077
26693,0.3384615384615385
14196,0.15076923076923077
16769,0.08897435897435897
5447,0.6646153846153846
6288,0.12
28582,0.027692307692307693
21600,0.3353846153846154
15597,0.07692307692307693
15868,0.39384615384615385
3981,0.12
4881,0.0
32433,0.027692307692307693
15798,0.5753846153846154
31076,0.2127179487179487
19845,0.12923076923076923
28628,0.27692307692307694
9610,0.033846153846153845
25124,0.8553846153846154
25278,0.12
12670,0.24
28725,0.07533333333333334
18514,0.810923076923077
2698,0.4246153846153846
3783,0.0605128205128205
33075,0.018461538461538463
18468,0.5692307692307692
20936,0.043076923076923075
2341,0.07076923076923076
22281,0.054358974358974355
31200,0.16307692307692306
15424,0.7692307692307693
31788,0.04666666666666666
10695,0.7107692307692308
5452,0.016923076923076923
32326,0.036923076923076927
277,0.5446153846153846
29616,0.6501025641025641
19536,0.7220512820512821
14326,0.08923076923076922
18191,0.27692307692307694
17629,0.12
7988,0.1753846153846154
27623,0.5969230769230769
20845,0.40615384615384614
19308,0.027692307692307693
12644,0.3261538461538461
6708,0.9543589743589742
