enrollee_id,target
23603,0.2365884371112125
22499,0.17205706158352943
10465,0.4295533177710536
8293,0.1814818308018635
4246,0.10327947592711205
29306,0.1557875241917256
23118,0.7327552668228487
32832,0.15523525101832036
13380,0.10271131687170847
16102,0.6307674479205181
21761,0.1789218112002865
26112,0.09837551780089643
24468,0.4433589464378846
27200,0.22455537297120867
14341,0.11960903603751605
31993,0.22804843489362753
6811,0.7155960274607095
8854,0.32981200263383637
9709,0.1116940669359021
24656,0.177412221334667
8464,0.48551856776634206
14522,0.5259534430781085
22739,0.16791807753750215
15368,0.14053829355801947
31516,0.33459298327806525
23444,0.30773337624772684
19454,0.4379435671193193
7319,0.39838312996504865
32762,0.135347223845859
28893,0.1615939949886187
2334,0.21138810315173392
27287,0.23167469321464115
6470,0.11166115367939697
5607,0.4017244124227411
1652,0.3809417251227541
32671,0.6292461764329786
26165,0.2523088518245104
26033,0.15176044861623497
21060,0.32770768662158284
1735,0.31725970150110444
12103,0.27544725487139743
1204,0.0852316363731825
2406,0.1037463091844718
22521,0.10918585735311477
32178,0.1357944909484607
15624,0.23381754265305146
5883,0.0819552414539191
23845,0.12194211161982699
3724,0.10262271979701572
13252,0.31067153100897704
22987,0.12228713592031952
10755,0.4504456384466403
23310,0.4016475674060533
4780,0.29494480270601064
10577,0.2762708509319577
7756,0.4320536684755158
17407,0.23578491773197482
3940,0.14031734571562757
4775,0.11163351056489389
29135,0.11264865591451408
23987,0.5334574093795295
28624,0.11261364600268815
24436,0.38537497916374863
14634,0.5723655406318586
20127,0.15417903858658538
21207,0.1473095676660749
20879,0.17013597740879519
2879,0.37906597420475924
20912,0.435848686949016
19212,0.10498051165003641
30182,0.15686805911530408
11573,0.1534840572638822
12721,0.23533502310328366
17161,0.13355058399380007
8857,0.12965038546820395
7546,0.15783502688580536
18702,0.23342047993955858
11526,0.11504974839492678
24097,0.10653550716130308
2477,0.43204366983641074
14472,0.5423955140783142
312,0.0911830859773618
12342,0.503963623223951
17790,0.5407803502121723
766,0.10687396886087426
12396,0.43860805019144705
6825,0.16005860857856039
20581,0.5395146797598951
30072,0.12259379940065299
23143,0.10002770299414375
9627,0.7424607557645361
18582,0.1281445138634399
1676,0.10853706557221869
9357,0.13174358905624833
27993,0.1216633938669221
8158,0.13621904728689047
